sourceSystem,sourceDirectory,sourceId,slug,name,typeLabel,excerpt,description,location,locationLabel,country,specialties,languages,formats,verified,listingStatus,reviewCount,rating,website,email,phone,organizationName,credentials,rawRole,rawOrganization,sourceLocation,city,stateProvince,postcode,sourceUrl,latitude,longitude,scrapedAt
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:680-corridor-east-bay-2829659,member-directory-680-corridor-east-bay-3180-oak-road-walnut-creek-ca-94597-united-states,"Rock Steady Boxing Walnut Creek, CA",Community Program,"Rock Steady Boxing Walnut Creek, CA is listed in the official Rock Steady Boxing directory.","Rock Steady Boxing Walnut Creek, CA is listed in the official Rock Steady Boxing Member Directory. Address: 3180 Oak Road, Walnut Creek, CA 94597, United States.","Walnut Creek, CA, United States","Walnut Creek, CA, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,4088230567,"Rock Steady Boxing Walnut Creek, CA",,member-directory,Rock Steady Boxing,"3180 Oak Road, Walnut Creek, CA 94597, United States",Walnut Creek,CA,94597,https://members.rocksteadyboxing.org/member-directory/Details/680-corridor-east-bay-2829659,37.9323483,-122.0571012,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:690-women-s-fitness-suite-c-winston-salem-nc-2829692,member-directory-690-women-s-fitness-suite-c-winston-salem-nc-690-jonestown-road-winston-salem-nc-27103-united-states,"Rock Steady Boxing Winston-Salem, NC",Exercise Program,"Rock Steady Boxing Winston-Salem, NC is listed in the official Rock Steady Boxing directory.","Rock Steady Boxing Winston-Salem, NC is listed in the official Rock Steady Boxing Member Directory. Address: 690 Jonestown Road, Winston-Salem, NC 27103, United States.","Winston-Salem, NC, United States","Winston-Salem, NC, United States",United States,Boxing | Exercise | Parkinson's Care,,in-person,false,unclaimed,0,0,,,3364169976,"Rock Steady Boxing Winston-Salem, NC",,member-directory,Rock Steady Boxing,"690 Jonestown Road, Winston-Salem, NC 27103, United States",Winston-Salem,NC,27103,https://members.rocksteadyboxing.org/member-directory/Details/690-women-s-fitness-suite-c-winston-salem-nc-2829692,36.0698344,-80.34153479999999,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:aberdeen-family-ymca-3859050,member-directory-aberdeen-family-ymca-5-south-state-st-aberdeen-sd-57401-united-states,Rock Steady Boxing - Aberdeen Family YMCA,Community Program,Rock Steady Boxing - Aberdeen Family YMCA is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Aberdeen Family YMCA is listed in the official Rock Steady Boxing Member Directory. Address: 5 South State St, Aberdeen, SD 57401, United States.","Aberdeen, SD, United States","Aberdeen, SD, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,6052254910,Rock Steady Boxing - Aberdeen Family YMCA,,member-directory,Rock Steady Boxing,"5 South State St, Aberdeen, SD 57401, United States",Aberdeen,SD,57401,https://members.rocksteadyboxing.org/member-directory/Details/aberdeen-family-ymca-3859050,45.4647779,-98.4775489,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:acadiana-2829657,member-directory-acadiana-300-rue-beauregard-suite-g-lafayette-la-70508-united-states,Rock Steady Boxing - Acadiana,Community Program,Rock Steady Boxing - Acadiana is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Acadiana is listed in the official Rock Steady Boxing Member Directory. Address: 300 Rue Beauregard, Suite G, Lafayette, LA 70508, United States.","Lafayette, LA, United States","Lafayette, LA, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,3372619188,Rock Steady Boxing - Acadiana,,member-directory,Rock Steady Boxing,"300 Rue Beauregard, Suite G, Lafayette, LA 70508, United States",Lafayette,LA,70508,https://members.rocksteadyboxing.org/member-directory/Details/acadiana-2829657,30.1887376,-92.00799459999999,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:acadiana-at-bustle-up-fitness-3955023,member-directory-acadiana-at-bustle-up-fitness-406-dunreath-st-lafayette-la-70506-united-states,Rock Steady Boxing - Acadiana at Bustle Up Fitness,Exercise Program,Rock Steady Boxing - Acadiana at Bustle Up Fitness is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Acadiana at Bustle Up Fitness is listed in the official Rock Steady Boxing Member Directory. Address: 406 Dunreath St, Lafayette, LA 70506, United States.","Lafayette, LA, United States","Lafayette, LA, United States",United States,Boxing | Exercise | Parkinson's Care,,in-person,false,unclaimed,0,0,,,3372619188,Rock Steady Boxing - Acadiana at Bustle Up Fitness,,member-directory,Rock Steady Boxing,"406 Dunreath St, Lafayette, LA 70506, United States",Lafayette,LA,70506,https://members.rocksteadyboxing.org/member-directory/Details/acadiana-at-bustle-up-fitness-3955023,30.2164569,-92.0256547,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:active-wellness-center-at-northbay-3668584,member-directory-active-wellness-center-at-northbay-1020-nut-tree-rd-vacaville-ca-95687-united-states,Rock Steady Boxing - Active Wellness Center at NorthBay,Exercise Program,Rock Steady Boxing - Active Wellness Center at NorthBay is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Active Wellness Center at NorthBay is listed in the official Rock Steady Boxing Member Directory. Address: 1020 Nut Tree Rd, Vacaville, CA 95687, United States.","Vacaville, CA, United States","Vacaville, CA, United States",United States,Boxing | Exercise | Parkinson's Care,,in-person,false,unclaimed,0,0,,,,Rock Steady Boxing - Active Wellness Center at NorthBay,,member-directory,Rock Steady Boxing,"1020 Nut Tree Rd, Vacaville, CA 95687, United States",Vacaville,CA,95687,https://members.rocksteadyboxing.org/member-directory/Details/active-wellness-center-at-northbay-3668584,38.3539041,-121.9518906,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:addis-2829656,member-directory-addis-addis-ethiopia,Rock Steady Boxing Addis,Community Program,Rock Steady Boxing Addis is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing Addis is listed in the official Rock Steady Boxing Member Directory. Address: Addis, , Ethiopia.","Addis, Ethiopia","Addis, Ethiopia",Ethiopia,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,251923076506,Rock Steady Boxing Addis,,member-directory,Rock Steady Boxing,"Addis, , Ethiopia",,Addis,,https://members.rocksteadyboxing.org/member-directory/Details/addis-2829656,0,0,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:advance-fitness-melbourne-2829655,member-directory-advance-fitness-melbourne-2176-sarno-road-suite-102-melbourne-fl-32935-united-states,Rock Steady Boxing - Advance Fitness Melbourne,Exercise Program,Rock Steady Boxing - Advance Fitness Melbourne is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Advance Fitness Melbourne is listed in the official Rock Steady Boxing Member Directory. Address: 2176 Sarno Road, suite 102, Melbourne, FL 32935, United States.","Melbourne, FL, United States","Melbourne, FL, United States",United States,Boxing | Exercise | Parkinson's Care,,in-person,false,unclaimed,0,0,,,3216939246,Rock Steady Boxing - Advance Fitness Melbourne,,member-directory,Rock Steady Boxing,"2176 Sarno Road, suite 102, Melbourne, FL 32935, United States",Melbourne,FL,32935,https://members.rocksteadyboxing.org/member-directory/Details/advance-fitness-melbourne-2829655,28.123264,-80.6568911,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:advocate-condell-centre-club-2829654,member-directory-advocate-condell-centre-club-200-w-golf-road-libertyville-il-60048-united-states,Rock Steady Boxing - Advocate Condell Centre Club,Community Program,Rock Steady Boxing - Advocate Condell Centre Club is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Advocate Condell Centre Club is listed in the official Rock Steady Boxing Member Directory. Address: 200 W. Golf Road, Libertyville, IL 60048, United States.","Libertyville, IL, United States","Libertyville, IL, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,8479905750,Rock Steady Boxing - Advocate Condell Centre Club,,member-directory,Rock Steady Boxing,"200 W. Golf Road, Libertyville, IL 60048, United States",Libertyville,IL,60048,https://members.rocksteadyboxing.org/member-directory/Details/advocate-condell-centre-club-2829654,42.2723772,-87.95499900000002,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:aktivate-fitness-2829652,member-directory-aktivate-fitness-3490-kildaire-farm-rd-suite-178-cary-nc-27518-united-states,Rock Steady Boxing - AKtivate Fitness,Exercise Program,Rock Steady Boxing - AKtivate Fitness is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - AKtivate Fitness is listed in the official Rock Steady Boxing Member Directory. Address: 3490 Kildaire Farm Rd., Suite 178, Cary, NC 27518, United States.","Cary, NC, United States","Cary, NC, United States",United States,Boxing | Exercise | Parkinson's Care,,in-person,false,unclaimed,0,0,,,9198992118,Rock Steady Boxing - AKtivate Fitness,,member-directory,Rock Steady Boxing,"3490 Kildaire Farm Rd., Suite 178, Cary, NC 27518, United States",Cary,NC,27518,https://members.rocksteadyboxing.org/member-directory/Details/aktivate-fitness-2829652,35.7046495,-78.7974231,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:albany-3102309,member-directory-albany-1450-san-pablo-avenue-berkeley-ca-94702-united-states,Rock Steady Boxing - Albany,Community Program,Rock Steady Boxing - Albany is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Albany is listed in the official Rock Steady Boxing Member Directory. Address: 1450 San Pablo Avenue, Berkeley, CA 94702, United States.","Berkeley, CA, United States","Berkeley, CA, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,9254715432,Rock Steady Boxing - Albany,,member-directory,Rock Steady Boxing,"1450 San Pablo Avenue, Berkeley, CA 94702, United States",Berkeley,CA,94702,https://members.rocksteadyboxing.org/member-directory/Details/albany-3102309,37.8768753,-122.2948562,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:albion-at-boone-county-health-center-2829651,member-directory-albion-at-boone-county-health-center-723-west-fairview-albion-ne-68620-united-states,Rock Steady Boxing - Albion at Boone County Health Center,Community Program,Rock Steady Boxing - Albion at Boone County Health Center is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Albion at Boone County Health Center is listed in the official Rock Steady Boxing Member Directory. Address: 723 West Fairview, Albion, NE 68620, United States.","Albion, NE, United States","Albion, NE, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,4023953177,Rock Steady Boxing - Albion at Boone County Health Center,,member-directory,Rock Steady Boxing,"723 West Fairview, Albion, NE 68620, United States",Albion,NE,68620,https://members.rocksteadyboxing.org/member-directory/Details/albion-at-boone-county-health-center-2829651,41.6833015,-98.005623,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:albuquerque-2829650,member-directory-albuquerque-8900-san-mateo-ne-suite-e-albuquerque-nm-87113-united-states,"Rock Steady Boxing Albuquerque, NM",Community Program,"Rock Steady Boxing Albuquerque, NM is listed in the official Rock Steady Boxing directory.","Rock Steady Boxing Albuquerque, NM is listed in the official Rock Steady Boxing Member Directory. Address: 8900 San Mateo NE, Suite E, Albuquerque, NM 87113, United States.","Albuquerque, NM, United States","Albuquerque, NM, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,https://www.facebook.com/Rock-Steady-Boxing-Albuquerque-1611331012490900/?notif_t=page_user_activity&notif_id=1469846375355061,,5059678729,"Rock Steady Boxing Albuquerque, NM",,member-directory,Rock Steady Boxing,"8900 San Mateo NE, Suite E, Albuquerque, NM 87113, United States",Albuquerque,NM,87113,https://members.rocksteadyboxing.org/member-directory/Details/albuquerque-2829650,35.1866479,-106.5859846,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:alton-at-ssp-wellness-2829647,member-directory-alton-at-ssp-wellness-2603-n-rodgers-alton-il-62002-united-states,Rock Steady Boxing - Alton at SSP Wellness,Exercise Program,Rock Steady Boxing - Alton at SSP Wellness is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Alton at SSP Wellness is listed in the official Rock Steady Boxing Member Directory. Address: 2603 N. Rodgers, Alton, IL 62002, United States.","Alton, IL, United States","Alton, IL, United States",United States,Boxing | Exercise | Parkinson's Care,,in-person,false,unclaimed,0,0,,,6184653298ext.109,Rock Steady Boxing - Alton at SSP Wellness,,member-directory,Rock Steady Boxing,"2603 N. Rodgers, Alton, IL 62002, United States",Alton,IL,62002,https://members.rocksteadyboxing.org/member-directory/Details/alton-at-ssp-wellness-2829647,38.9162421,-90.136994,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:altoona-2829646,member-directory-altoona-5930-6th-ave-ste-1-altoona-pa-16602-united-states,"Rock Steady Boxing Altoona, PA",Community Program,"Rock Steady Boxing Altoona, PA is listed in the official Rock Steady Boxing directory.","Rock Steady Boxing Altoona, PA is listed in the official Rock Steady Boxing Member Directory. Address: 5930 6th Ave, Ste 1, Altoona, PA 16602, United States.","Altoona, PA, United States","Altoona, PA, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,8145151049,"Rock Steady Boxing Altoona, PA",,member-directory,Rock Steady Boxing,"5930 6th Ave, Ste 1, Altoona, PA 16602, United States",Altoona,PA,16602,https://members.rocksteadyboxing.org/member-directory/Details/altoona-2829646,40.4702357,-78.4266294,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:altru-family-ymca-2829645,member-directory-altru-family-ymca-215-north-7th-street-grand-forks-nd-58203-united-states,Rock Steady Boxing - Altru Family YMCA,Community Program,Rock Steady Boxing - Altru Family YMCA is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Altru Family YMCA is listed in the official Rock Steady Boxing Member Directory. Address: 215 North 7th Street, Grand Forks, ND 58203, United States.","Grand Forks, ND, United States","Grand Forks, ND, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,7017752586,Rock Steady Boxing - Altru Family YMCA,,member-directory,Rock Steady Boxing,"215 North 7th Street, Grand Forks, ND 58203, United States",Grand Forks,ND,58203,https://members.rocksteadyboxing.org/member-directory/Details/altru-family-ymca-2829645,47.923293,-97.03749300000001,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:amelia-island-2829644,member-directory-amelia-island-961687-gateway-blvd-suite-101a-fernandina-beach-fl-32034-united-states,Rock Steady Boxing - Amelia Island,Community Program,Rock Steady Boxing - Amelia Island is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Amelia Island is listed in the official Rock Steady Boxing Member Directory. Address: 961687 Gateway Blvd, Suite 101A, Fernandina Beach, FL 32034, United States.","Fernandina Beach, FL, United States","Fernandina Beach, FL, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,9044914980,Rock Steady Boxing - Amelia Island,,member-directory,Rock Steady Boxing,"961687 Gateway Blvd, Suite 101A, Fernandina Beach, FL 32034, United States",Fernandina Beach,FL,32034,https://members.rocksteadyboxing.org/member-directory/Details/amelia-island-2829644,30.6303726,-81.4718816,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:anatomies-health-and-fitness-4328601,member-directory-anatomies-health-and-fitness-120-98-place-boulevard-hattiesburg-ms-39402-united-states,Rock Steady Boxing - Anatomies Health and Fitness,Exercise Program,Rock Steady Boxing - Anatomies Health and Fitness is listed in the official Rock Steady Boxing directory.,"Rock Steady Boxing - Anatomies Health and Fitness is listed in the official Rock Steady Boxing Member Directory. Address: 120 98 Place Boulevard, Hattiesburg, MS 39402, United States.","Hattiesburg, MS, United States","Hattiesburg, MS, United States",United States,Boxing | Exercise | Parkinson's Care,,in-person,false,unclaimed,0,0,,,6015799555,Rock Steady Boxing - Anatomies Health and Fitness,,member-directory,Rock Steady Boxing,"120 98 Place Boulevard, Hattiesburg, MS 39402, United States",Hattiesburg,MS,39402,https://members.rocksteadyboxing.org/member-directory/Details/anatomies-health-and-fitness-4328601,31.3269877,-89.4119324,2026-03-28T03:14:36.174Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:anchorage-2829643,member-directory-anchorage-3934-spenard-road-suite-b-anchorage-ak-99517-united-states,"Rock Steady Boxing Anchorage, AK",Community Program,"Rock Steady Boxing Anchorage, AK is listed in the official Rock Steady Boxing directory.","Rock Steady Boxing Anchorage, AK is listed in the official Rock Steady Boxing Member Directory. Address: 3934 Spenard Road, Suite B, Anchorage, AK 99517, United States.","Anchorage, AK, United States","Anchorage, AK, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,9072297652,"Rock Steady Boxing Anchorage, AK",,member-directory,Rock Steady Boxing,"3934 Spenard Road, Suite B, Anchorage, AK 99517, United States",Anchorage,AK,99517,https://members.rocksteadyboxing.org/member-directory/Details/anchorage-2829643,61.1851682,-149.9244704,2026-03-28T03:14:36.175Z
rock-steady-boxing,Rock Steady Boxing Member Directory,member-directory:annapolis-2829642,member-directory-annapolis-2024-west-street-ste-101-annapolis-md-21401-united-states,"Rock Steady Boxing Annapolis, MD",Community Program,"Rock Steady Boxing Annapolis, MD is listed in the official Rock Steady Boxing directory.","Rock Steady Boxing Annapolis, MD is listed in the official Rock Steady Boxing Member Directory. Address: 2024 West Street, Ste 101, Annapolis, MD 21401, United States.","Annapolis, MD, United States","Annapolis, MD, United States",United States,Community Program | Parkinson's Care,,in-person,false,unclaimed,0,0,,,4439941251,"Rock Steady Boxing Annapolis, MD",,member-directory,Rock Steady Boxing,"2024 West Street, Ste 101, Annapolis, MD 21401, United States",Annapolis,MD,21401,https://members.rocksteadyboxing.org/member-directory/Details/annapolis-2829642,38.9834283,-76.5353722,2026-03-28T03:14:36.175Z
